default,student,balance,income
No,Yes,1005.18,18262.18
No,No,561.93,31192.91
Yes,No,2033.19,44998.29
No,No,638.82,46704.74
No,Yes,1104.95,11529.00
No,No,0.00,29514.03
No,No,633.77,34290.60
No,Yes,1526.03,20894.08
No,No,522.77,43026.33
No,No,853.10,47381.72
No,No,1225.23,39338.86
No,Yes,1559.63,22047.78
No,No,260.34,34932.49
No,No,1320.94,50505.37
No,No,1443.65,45089.39
No,No,791.64,30303.61
No,No,922.67,33445.49
No,No,80.75,35887.55
No,No,193.36,34728.02
No,No,939.10,45519.02
No,No,1336.80,30787.16
Yes,No,1488.78,49803.29
No,Yes,375.20,13709.21
No,Yes,773.38,18978.19
No,No,581.42,44600.66
No,No,461.05,43147.77
Yes,Yes,1424.56,25398.20
No,Yes,1139.40,17139.85
No,No,1032.20,41673.73
No,No,96.64,44556.22
No,No,338.78,42678.71
No,Yes,1331.43,13793.19
No,No,0.00,34479.62
No,No,616.25,42436.69
No,No,599.80,30146.64
No,Yes,1466.56,20904.45
No,No,593.30,49925.32
No,No,786.98,49432.95
No,No,926.99,48753.31
No,No,1175.42,37462.64
No,Yes,1697.75,23295.84
No,No,575.51,54203.19
No,No,1386.30,54404.48
No,Yes,1222.25,23152.72
No,No,1556.19,26905.58
No,No,1103.92,52821.53
Yes,No,1496.07,40214.62
No,Yes,975.64,25920.32
No,Yes,781.17,23403.06
No,Yes,940.44,18939.84
No,No,375.33,32531.22
No,No,627.88,51770.46
No,No,1304.38,49371.96
No,No,1496.23,37534.33
No,Yes,1005.59,15851.48
No,No,828.86,46060.85
No,Yes,1144.36,18903.38
No,No,1386.19,42537.99
No,Yes,1321.81,11453.61
No,No,1121.15,35765.71
No,No,547.86,45966.35
No,No,814.00,42461.56
No,No,75.18,52166.01
No,No,598.22,28621.13
No,Yes,63.04,12308.02
No,No,0.00,48642.25
No,No,1553.70,35929.16
No,No,813.72,46420.00
No,No,1386.18,42875.01
No,No,933.77,43693.52
No,Yes,1240.10,20134.65
No,No,0.00,33781.66
No,No,613.58,30833.80
No,No,253.52,53125.48
No,Yes,947.89,17094.48
No,Yes,112.81,16100.57
No,Yes,827.04,18892.82
No,No,484.68,43900.09
No,Yes,271.25,25157.73
No,No,1018.25,52509.74
No,No,0.00,43730.77
No,Yes,0.00,16421.49
No,No,1101.80,36555.46
No,Yes,1471.90,18913.04
No,No,1057.71,40707.62
No,No,352.55,17626.17
No,No,1029.82,50635.89
No,No,1308.66,35964.79
No,Yes,1581.79,10537.53
No,No,918.12,53710.22
No,No,637.80,40323.56
No,No,369.04,38468.24
No,Yes,985.09,18499.96
No,No,306.96,32428.81
No,No,1205.91,43715.41
No,No,1079.50,40504.92
No,No,555.29,40046.42
No,No,905.01,39293.98
No,Yes,1348.96,20870.27
No,Yes,1461.83,19252.24
No,No,443.45,29811.36
Yes,No,2024.11,51508.87
No,No,1516.55,39368.14
No,Yes,520.56,18256.29
No,No,850.55,44501.92
No,No,926.49,49919.97
No,Yes,1275.82,9611.96
No,No,249.60,20684.24
No,Yes,1564.47,19372.82
No,No,443.18,37639.98
No,No,323.55,33991.99
No,Yes,512.32,24949.62
No,Yes,524.76,14154.91
No,No,741.42,38661.00
No,Yes,1994.05,14305.11
No,No,1175.72,24000.89
No,No,284.05,41243.85
No,No,565.51,39109.31
No,No,47.75,31150.37
No,No,776.95,45083.32
No,No,353.74,65526.81
No,No,76.13,53594.42
No,No,839.60,45994.64
No,Yes,754.48,22425.54
No,Yes,833.12,23630.27
No,No,277.29,27548.95
No,No,1594.70,37091.87
No,No,0.00,40393.48
No,Yes,1281.62,14236.09
No,No,1469.70,40174.95
No,No,0.00,38165.69
No,No,891.40,46611.73
No,No,493.76,51518.06
No,Yes,884.61,24306.65
No,No,0.00,32582.75
No,No,1028.52,47944.60
No,Yes,425.83,13275.91
No,No,1132.36,52489.76
No,No,965.27,46218.46
Yes,No,2499.02,51504.29
No,Yes,1435.18,11346.84
No,Yes,1391.20,8637.96
No,Yes,1804.41,17665.55
No,Yes,321.80,19229.23
No,No,1506.67,41931.70
Yes,Yes,1402.27,12104.32
Yes,No,1379.43,38881.97
No,No,1232.98,57182.33
No,No,134.86,35755.87
No,Yes,422.91,18787.34
No,No,1373.56,21785.25
No,No,661.43,55591.56
No,No,1427.72,27425.67
No,No,938.64,39459.77
No,No,608.43,56483.06
No,No,1477.53,46965.14
No,Yes,1470.59,17876.29
No,Yes,1488.60,20739.63
No,No,0.00,49608.01
No,Yes,328.04,19566.27
No,Yes,1333.81,21087.32
No,No,764.53,40593.29
No,No,110.33,52106.20
Yes,Yes,2502.68,14947.52
No,No,604.32,36592.76
No,Yes,1595.29,22645.04
No,No,0.00,50076.26
No,No,440.64,50902.14
No,Yes,876.92,13372.51
No,No,1366.89,35566.96
No,No,1129.98,32795.05
No,No,1077.02,56862.07
No,No,1411.07,26040.00
No,No,0.00,45788.49
No,No,861.65,27355.81
No,No,1185.66,56483.54
No,No,901.55,57100.42
No,Yes,773.73,14841.99
No,No,1387.97,30716.64
No,No,1207.69,37355.94
No,Yes,455.72,12587.40
No,Yes,550.90,19110.07
No,Yes,1484.81,22965.18
No,Yes,441.63,15261.71
No,No,810.41,28056.78
No,No,1137.04,49810.90
No,Yes,1402.41,13870.97
No,No,1541.81,29374.93
No,No,898.98,63041.22
No,Yes,700.33,18702.96
No,Yes,895.46,23795.55
No,No,770.13,48489.38
No,No,841.95,53779.02
No,No,44.31,30449.25
No,No,377.30,42257.49
No,No,264.80,49216.25
No,No,522.02,37341.90
No,No,1681.92,41866.56
No,No,1069.54,55421.55
No,No,375.70,37925.97
No,Yes,670.99,19835.97
No,No,318.91,49305.55
No,Yes,955.12,25314.85
No,No,1123.79,24902.00
No,No,993.58,34836.25
No,No,278.81,54559.12
No,No,1553.29,44150.16
No,No,0.00,34522.89
No,No,483.59,36497.47
No,Yes,311.53,18534.43
No,No,536.25,32994.15
No,No,127.71,27483.90
Yes,Yes,1507.33,23898.88
No,No,1351.04,40946.61
No,No,723.20,42751.77
No,Yes,1041.20,22618.42
No,No,1102.11,34246.69
No,Yes,420.37,16419.71
Yes,No,1278.41,36675.61
No,No,542.47,52741.81
No,No,401.83,47175.61
No,No,506.51,51114.32
No,No,1160.50,23498.30
No,No,1277.80,56605.60
No,Yes,1200.62,18973.91
No,Yes,1418.59,11556.70
No,Yes,480.34,14592.84
No,No,370.53,31139.72
No,No,737.69,51138.27
No,No,501.92,41366.68
No,No,1682.20,30441.55
No,Yes,813.45,21073.99
No,No,683.83,46937.62
No,Yes,1036.60,15197.25
No,Yes,471.14,24945.04
No,No,336.42,39707.04
No,Yes,443.72,13136.83
No,No,967.14,35269.12
No,No,549.28,15706.22
No,No,1601.16,17974.74
No,No,902.14,59695.29
No,No,0.00,37553.55
No,No,1433.18,41744.32
No,Yes,502.80,13376.05
No,No,433.45,35858.93
No,No,406.43,36750.50
No,No,935.48,56610.82
No,Yes,1545.83,12160.84
No,No,93.94,19811.33
No,Yes,192.41,24050.37
No,No,716.92,24015.52
No,Yes,1157.14,21222.42
No,No,72.17,39560.63
No,Yes,1417.27,20464.03
No,No,1195.48,38452.64
No,No,559.12,55007.27
No,No,0.00,37499.69
No,No,359.23,25243.10
Yes,Yes,2123.37,23836.46
No,No,1316.54,20353.50
No,No,1172.30,34513.61
No,No,1453.08,36828.33
No,Yes,323.96,12327.24
No,No,1152.55,27346.03
No,No,1334.00,57662.12
No,No,709.66,37992.21
No,No,731.31,33126.85
No,Yes,279.32,19742.04
No,No,0.00,17059.37
No,Yes,630.70,16501.81
No,No,543.04,31268.10
No,No,618.88,27906.59
No,Yes,1053.16,25222.98
No,Yes,0.00,19622.58
No,Yes,1762.35,17032.34
No,No,0.00,43943.24
No,No,469.15,30366.72
No,No,699.76,32881.30
No,No,446.14,42611.58
No,No,571.18,39682.80
No,No,952.33,44864.15
No,No,584.67,55682.47
No,No,174.37,47750.12
No,Yes,671.80,15299.26
No,No,1339.56,53585.76
No,No,0.00,49232.71
No,Yes,1579.07,21101.20
No,No,917.32,40193.84
No,No,251.43,25962.06
No,No,998.36,38385.29
No,No,828.23,42246.22
No,Yes,1500.28,16943.03
No,No,1142.64,26731.09
No,Yes,1415.20,16737.52
No,No,198.73,33512.93
No,No,341.77,41662.74
No,Yes,146.74,12716.21
No,No,1576.31,30547.80
No,No,1830.47,24053.48
No,No,368.80,34526.04
No,Yes,1026.58,23636.55
No,No,0.00,36225.51
No,No,241.34,40122.40
No,No,1272.05,44895.59
No,No,361.20,49395.03
No,No,1464.01,32023.60
No,Yes,815.08,18445.66
No,Yes,1026.13,16430.64
No,No,630.73,30466.38
No,No,1624.13,16054.30
No,No,744.73,44965.05
No,No,1439.30,36170.60
No,Yes,1491.05,13033.12
No,Yes,0.00,13334.24
No,No,1162.70,27206.66
No,No,1463.59,34064.88
No,Yes,1309.70,15536.24
No,No,920.65,37936.09
No,Yes,6.32,18912.61
No,No,128.99,56946.44
No,Yes,1323.29,21149.31
No,No,383.22,15233.32
No,No,267.38,32265.12
No,No,429.07,48109.81
No,No,711.00,51035.75
No,Yes,309.52,12135.04
No,Yes,1317.93,14070.17
No,No,427.33,55503.07
No,No,872.86,31471.55
No,No,1105.56,38886.04
No,No,678.02,59416.78
No,Yes,1164.63,17929.65
No,No,214.90,33904.58
No,No,721.59,50952.48
No,Yes,224.34,18282.22
No,Yes,1199.24,13809.35
No,No,580.05,37278.28
No,No,821.49,34739.39
No,No,602.86,37849.13
No,Yes,377.77,14021.59
No,No,727.63,38431.16
No,Yes,600.43,18538.30
No,No,993.59,26682.33
No,No,1096.59,47235.45
No,No,1603.33,43474.64
No,No,1146.97,30637.30
No,No,1342.18,58049.99
No,Yes,1663.69,19847.70
No,No,1005.25,41308.25
No,No,962.89,25063.49
No,Yes,1092.62,27128.17
No,No,919.34,43287.90
No,Yes,176.84,20021.69
No,No,460.60,38818.18
No,Yes,782.54,20593.53
No,No,613.74,56951.36
No,No,362.10,39658.95
No,No,861.68,49672.35
No,Yes,936.47,19389.48
No,No,1222.74,68564.99
No,No,794.49,44145.22
No,No,0.00,13573.56
Yes,No,2220.97,40725.10
No,No,523.22,38063.40
Yes,No,1907.38,42346.83
No,Yes,1809.46,18804.72
No,No,1392.26,32283.39
No,No,1349.47,35870.02
No,No,621.74,51595.75
No,Yes,1273.58,18475.19
No,No,636.24,17355.76
No,No,680.45,33192.40
No,No,836.85,27936.52
No,Yes,1115.11,19169.07
No,Yes,799.74,16147.58
No,Yes,996.39,20070.81
No,No,1632.81,33455.90
No,No,439.84,24452.65
No,No,276.75,50523.68
No,No,1715.32,22824.10
No,No,848.69,29042.56
No,Yes,323.50,19144.82
No,No,793.61,24973.21
No,No,612.08,39443.96
No,Yes,1418.43,14907.07
No,Yes,1466.94,19139.63
No,Yes,440.79,19896.03
No,No,0.00,53432.62
No,No,885.18,46571.77
No,No,635.97,42451.61
No,No,664.82,32894.80
No,No,1100.24,34281.26
No,Yes,1606.32,13422.31
No,Yes,1704.43,20892.31
No,No,1295.99,39800.00
No,No,468.41,22943.13
No,No,303.78,44745.12
No,No,971.71,33774.89
Yes,No,1758.42,49787.46
No,Yes,1334.70,24621.96
No,No,982.70,40194.47
No,No,52.04,14680.10
No,No,401.50,25010.80
No,No,1456.85,40186.53
No,No,772.92,42678.39
No,Yes,1844.36,14238.11
No,Yes,1015.51,21362.94
No,No,988.68,31210.24
No,No,1072.74,45704.84
No,No,1576.90,39835.35
No,No,840.11,33976.71
No,Yes,1210.44,19022.19
No,Yes,714.55,13431.84
No,Yes,607.09,16373.93
No,No,413.36,43071.19
No,No,1184.21,34990.58
No,No,273.60,27996.58
No,Yes,871.82,9788.57
No,No,1724.56,46397.45
No,Yes,1107.40,15661.58
No,Yes,1161.41,18420.30
No,Yes,107.60,17941.74
No,No,136.42,42719.89
No,No,682.04,30288.94
No,Yes,791.53,18342.74
No,No,457.87,43134.55
No,No,1514.96,36403.04
No,No,816.09,37763.04
No,No,1241.95,41952.12
No,No,932.20,49214.71
No,No,608.11,46962.79
No,Yes,627.59,15423.21
No,Yes,593.06,22786.92
No,No,187.31,31140.75
No,No,736.48,39538.33
No,Yes,838.08,23698.71
No,No,511.52,43737.18
No,No,355.36,65798.92
No,No,1138.40,24098.35
No,No,828.00,53806.32
No,No,1218.55,51224.92
No,No,316.01,34250.52
No,Yes,480.47,14866.61
No,No,152.50,39502.84
No,No,1129.32,46689.98
No,Yes,887.29,14958.55
No,No,938.44,34184.94
No,No,1076.67,43972.69
Yes,No,1575.49,35735.46
No,No,148.15,43104.39
Yes,No,1865.64,49604.88
No,Yes,633.77,14109.82
No,Yes,0.00,23422.14
No,No,922.82,50800.36
No,No,4.71,28521.37
No,No,1198.18,42968.64
No,No,1726.62,43814.96
No,No,1075.22,30485.06
No,Yes,883.92,14740.14
No,No,1099.29,47625.31
No,No,948.97,45456.93
No,Yes,814.63,22948.16
No,No,687.29,35989.23
No,No,693.67,32578.61
No,No,814.84,28526.22
No,No,1031.97,59555.87
No,No,1319.48,62054.99
No,No,1366.03,51551.11
No,No,1033.46,55487.22
No,No,0.00,50231.45
No,No,857.58,54372.89
No,No,1156.29,33959.74
No,No,1713.26,34005.86
No,Yes,902.98,15076.34
No,Yes,212.04,16179.31
No,No,632.80,51149.43
No,Yes,378.02,19571.39
No,No,999.54,43934.86
No,No,970.85,49043.78
No,No,1319.19,35466.24
No,No,286.33,59576.65
No,No,830.57,39723.77
No,Yes,657.53,19395.74
No,No,786.64,57704.64
No,No,111.06,40675.33
No,No,298.24,27838.68
No,Yes,819.86,19802.46
Yes,No,1790.67,44607.43
No,No,883.47,44207.33
No,Yes,384.83,17844.52
Yes,No,1567.61,38785.36
No,Yes,927.77,18148.07
No,No,796.33,28616.71
No,No,652.55,32438.06
No,No,315.01,44690.50
No,No,1609.80,38756.45
No,No,851.80,57950.77
No,No,460.21,44527.27
No,No,1203.83,41484.94
Yes,No,2074.81,38988.86
No,No,1243.71,37926.11
No,Yes,1373.04,19457.61
No,No,449.41,52892.25
No,No,126.56,69541.95
No,No,387.24,24243.94
Yes,Yes,2332.88,11770.23
No,No,1359.44,24411.13
No,No,469.33,58360.39
No,No,111.29,40086.69
No,No,1443.88,54355.73
No,No,396.82,51560.03
No,Yes,146.15,15160.49
No,No,607.20,36615.83
No,No,1708.15,46416.95
No,No,956.53,53702.54
No,Yes,676.61,16148.19
No,Yes,238.32,17194.15
No,Yes,0.00,15967.61
No,Yes,740.74,13065.57
No,Yes,933.71,11810.55
No,No,860.03,33740.70
No,No,1032.94,31152.14
No,No,0.00,36949.95
No,No,835.27,51471.14
No,No,188.41,35073.51
No,No,506.32,43631.30
No,No,496.75,35955.64
No,Yes,739.18,15819.73
No,Yes,916.54,20130.92
No,No,1559.75,37227.27
No,No,392.24,44983.20
No,No,1065.83,39718.95
No,No,523.71,48091.74
No,No,789.56,39199.03
No,No,805.20,38222.26
No,No,1255.54,45142.27
No,No,654.81,44255.77
No,No,716.76,51528.50
No,No,686.07,32318.42
No,No,1530.37,29479.02
No,No,879.37,29697.15
No,No,738.33,37273.17
No,No,1647.43,49156.16
No,Yes,503.22,21371.25
No,No,215.03,40399.41
No,Yes,820.66,24820.05
No,No,990.67,56141.11
No,Yes,914.11,15546.78
No,Yes,1021.01,8970.91
No,No,1143.43,35773.40
No,Yes,763.40,15224.26
Yes,No,1532.33,42152.36
No,No,1860.74,39551.04
No,No,1101.30,27781.45
No,No,542.00,43873.29
No,Yes,696.58,2981.28
No,No,1536.23,30635.57
No,No,1333.20,33782.90
No,Yes,869.51,18056.45
No,No,1048.55,40916.12
No,No,12.08,32670.42
No,No,699.38,34276.59
No,No,855.43,48653.58
No,Yes,562.30,20164.31
No,No,62.17,28660.75
No,No,977.89,45005.26
No,No,1685.45,60890.36
No,No,1257.80,21679.49
No,No,671.78,53374.95
No,No,63.10,38493.09
No,No,686.38,28953.27
No,No,582.94,40368.54
No,No,808.63,32316.37
No,No,1077.98,17705.22
No,Yes,1716.09,22755.26
No,No,417.73,31206.29
No,No,1301.00,42493.96
No,No,896.68,46328.54
No,No,136.83,13586.00
No,No,29.18,38871.48
No,No,282.91,35445.92
No,No,858.54,19071.85
No,No,864.05,27690.11
No,No,1225.98,42203.21
No,No,696.43,38028.30
No,Yes,1840.22,26480.72
No,Yes,1227.49,16717.62
No,No,1716.68,39543.29
No,No,330.62,11732.25
No,Yes,915.66,17710.85
No,No,133.10,34579.00
No,No,420.61,33293.47
No,No,1058.06,27196.26
Yes,No,1972.17,34362.64
No,No,790.24,43646.14
No,No,131.62,40158.71
No,No,0.00,37468.48
No,Yes,106.25,17638.80
No,Yes,712.25,21407.04
No,No,906.22,44626.94
No,No,127.41,49735.64
No,No,1698.07,48595.70
No,Yes,1448.04,18989.40
No,No,711.44,40507.82
No,No,326.63,52696.73
No,No,352.94,59372.71
No,Yes,1247.07,15522.58
No,No,439.07,47899.17
No,No,1030.21,40711.45
No,No,0.00,33168.06
No,No,1113.28,51457.54
No,No,1341.08,40199.84
Yes,Yes,2269.95,18021.11
No,No,1384.26,27737.61
No,No,0.00,32724.51
No,No,745.81,42762.47
No,No,909.63,41915.52
No,No,196.37,57397.28
No,No,866.17,41365.46
No,Yes,1460.75,24960.36
No,No,760.78,44851.56
No,Yes,1165.28,10354.94
No,No,1085.43,39274.83
No,Yes,724.39,18641.50
No,No,114.88,27365.42
No,No,794.59,52507.48
No,No,1093.26,28811.27
No,No,943.94,48198.40
Yes,No,1861.06,55671.72
No,No,900.84,33130.71
No,Yes,1682.80,23344.07
No,No,196.20,26612.56
No,No,1181.12,29181.84
No,Yes,1101.16,13142.18
No,Yes,1506.86,14914.82
No,Yes,1213.84,17374.06
No,Yes,547.25,17445.90
No,No,1708.57,34890.72
No,No,248.04,36257.16
No,No,386.27,45776.21
No,No,527.46,35708.17
No,No,1546.84,51161.98
No,No,0.00,47214.43
No,No,0.00,55781.20
No,No,955.47,47520.18
No,Yes,750.86,16932.33
No,Yes,1255.75,12209.58
No,No,818.06,35902.47
No,Yes,1469.37,11337.42
No,No,331.72,46853.75
Yes,No,1456.55,51508.57
No,Yes,1290.85,19532.73
No,Yes,711.03,12685.82
No,No,734.32,33240.04
No,No,329.22,48133.82
No,No,1231.51,35068.79
No,No,847.05,28539.11
No,No,811.43,55119.90
No,Yes,1656.86,15359.44
No,Yes,1547.15,14344.29
No,Yes,590.72,13041.20
No,Yes,893.97,15092.78
No,No,0.00,34066.44
No,No,800.15,51730.70
No,Yes,685.52,12361.86
No,No,1262.76,68579.10
No,No,770.12,49856.69
No,No,1181.00,35123.74
No,Yes,527.65,17819.97
No,No,441.49,39209.90
No,No,921.97,38340.57
No,Yes,875.36,14637.18
No,No,1033.12,66304.77
No,No,1046.74,40822.45
No,Yes,1319.71,23373.93
No,Yes,698.51,26768.91
No,No,570.98,47021.01
No,No,842.54,33897.93
No,No,0.00,47256.06
No,No,850.38,44547.49
No,Yes,963.19,12799.51
No,No,1136.33,42149.87
No,Yes,1945.49,14941.32
No,Yes,1442.54,13049.32
No,No,135.63,39925.70
No,No,423.88,36783.05
No,No,299.78,28917.54
No,Yes,701.54,17607.46
No,No,283.21,39263.39
No,Yes,1357.85,11402.54
No,Yes,1327.86,11020.91
No,Yes,946.45,15179.21
No,No,663.51,53102.25
No,No,115.84,47519.85
No,No,800.49,37715.84
No,No,640.06,52413.86
No,No,877.28,27405.14
No,Yes,1382.09,15552.25
No,No,751.39,50910.25
No,No,0.00,39893.27
No,No,1120.70,29613.89
No,Yes,1312.05,28483.14
No,No,389.06,22581.62
No,No,861.69,58029.64
No,No,1079.40,38864.14
Yes,No,1893.29,31821.73
No,No,337.50,55853.27
No,No,1142.35,45580.57
No,Yes,847.06,13741.33
No,Yes,1575.24,24469.49
No,Yes,403.35,19690.35
No,Yes,566.52,25398.40
Yes,Yes,2009.69,25694.50
No,No,954.60,50139.09
No,No,1057.94,45514.67
No,No,381.39,28265.09
No,No,793.19,35555.78
No,No,1078.91,54419.79
No,Yes,1311.10,21189.24
No,No,38.30,37186.55
No,No,756.22,36513.92
No,No,56.87,56245.07
No,No,1189.75,30315.89
No,No,1337.39,51507.50
No,Yes,1255.50,16703.02
No,No,1211.87,42777.58
No,No,318.88,50069.02
No,No,336.07,38595.91
No,No,934.49,31043.41
No,No,812.49,42721.30
No,No,1184.68,37937.95
No,Yes,1737.61,7153.54
No,No,94.12,36303.94
No,No,994.67,33002.34
No,No,0.00,21809.22
No,No,1006.47,44563.77
No,No,331.92,47779.93
No,No,967.14,23278.67
No,No,132.16,26878.47
No,No,813.74,30975.21
No,Yes,0.00,15986.24
No,No,529.26,38814.61
No,No,743.06,40944.56
No,No,27.70,45540.94
No,No,1299.92,44214.54
No,No,906.54,27074.77
No,No,1451.18,53556.55
No,No,1027.57,48558.09
No,No,1047.23,40974.73
No,No,1452.60,28989.04
No,Yes,1190.54,20291.17
Yes,No,1858.90,35525.21
No,Yes,1152.52,12699.41
No,No,831.60,37372.83
No,No,922.70,34622.62
No,Yes,469.46,13944.89
No,No,474.83,41288.83
No,Yes,1485.27,10300.86
No,Yes,943.35,19977.89
No,No,1789.46,27427.00
No,No,659.54,21835.17
No,Yes,1319.53,24032.54
No,Yes,514.37,18934.68
No,No,1244.47,40036.01
No,No,946.81,41237.77
No,Yes,535.69,11019.61
No,No,682.82,33026.00
No,No,1190.49,38553.57
No,No,171.00,42749.13
No,Yes,1238.02,26854.37
No,No,1037.16,36034.58
No,Yes,464.84,19121.23
No,No,124.70,65211.07
No,No,667.20,44682.83
No,No,1111.06,50301.48
No,No,1142.40,33740.44
No,No,778.83,44257.33
No,No,1412.02,47727.56
No,No,986.08,52009.40
No,No,1251.78,32721.14
No,No,149.02,33398.46
No,No,465.09,43480.57
No,No,1031.13,41022.10
Yes,No,1478.12,31515.34
No,No,789.00,35798.47
No,Yes,790.30,14086.45
No,Yes,1123.60,16082.91
No,No,1370.11,40101.38
No,No,396.51,41969.75
No,No,682.08,30736.89
No,No,338.74,44923.05
No,Yes,1056.33,16000.84
No,No,927.21,44368.88
No,No,634.70,32594.69
No,No,833.53,40526.31
No,Yes,1345.23,18518.72
No,No,550.90,45347.78
No,No,495.71,24845.43
No,No,661.43,22610.31
No,No,136.20,20935.62
No,No,480.19,26084.41
No,No,230.87,32798.78
No,No,93.57,42930.78
No,Yes,508.82,22663.71
No,Yes,970.52,16584.83
No,No,1324.30,46875.39
No,No,932.96,32105.44
No,No,0.00,31418.37
No,Yes,984.76,17039.97
No,No,725.12,47549.20
No,No,246.82,40953.34
No,No,1051.32,23859.43
No,Yes,926.89,19445.94
No,Yes,1024.02,18545.90
No,No,699.84,41985.26
No,Yes,1036.32,14108.45
No,No,321.11,36275.14
No,No,0.00,41152.17
No,Yes,1299.19,19878.75
No,No,763.38,40978.14
No,Yes,808.74,9775.58
No,No,808.51,34543.02
No,Yes,677.55,20745.02
No,Yes,904.01,13996.50
No,Yes,102.17,26266.36
No,No,1218.35,43930.99
No,Yes,774.41,12289.86
No,No,1309.56,47432.43
No,No,922.00,31553.73
No,No,629.70,60230.22
No,No,77.50,31050.16
Yes,No,1772.86,42080.11
No,No,960.24,53418.51
No,No,664.65,56677.62
No,No,109.92,33419.01
Yes,Yes,1790.36,14306.82
No,No,1425.80,34015.85
No,Yes,1167.62,23502.21
No,No,891.19,35862.17
No,Yes,1124.26,23168.92
No,No,1796.11,31862.58
No,No,237.98,38229.52
No,No,1353.26,43888.88
No,Yes,1176.55,18662.60
No,Yes,1229.44,12158.04
No,No,270.55,34258.83
No,Yes,722.06,14661.52
Yes,No,1170.20,46692.10
No,No,840.14,38738.18
No,Yes,873.64,21810.61
No,No,434.24,57146.43
No,No,605.27,58469.48
No,No,428.84,36980.14
No,No,1662.76,36691.56
No,No,682.71,33175.18
No,No,598.51,42584.12
No,No,1088.25,32617.59
No,No,911.05,38629.52
No,No,538.16,44654.09
No,No,721.74,21162.74
No,Yes,438.52,17400.39
No,Yes,516.87,20179.35
No,No,811.17,42185.44
No,No,775.98,68179.76
No,No,285.40,39398.57
Yes,No,1554.82,26430.49
No,No,1057.02,54652.71
No,Yes,673.81,17672.29
No,No,689.69,24085.43
No,Yes,1400.34,14768.70
No,No,601.42,41490.62
No,Yes,754.86,18996.84
No,No,639.67,49977.29
No,No,765.77,35122.03
No,No,220.37,24019.31
No,No,47.30,38293.31
No,Yes,780.72,23819.79
No,No,168.81,57262.75
No,No,1557.64,46030.26
Yes,No,1891.11,34448.69
No,Yes,688.75,26662.38
No,No,452.01,39990.77
No,No,574.49,31632.62
No,No,572.17,43807.22
No,No,946.77,26618.52
No,No,523.91,43928.64
No,No,1146.36,44840.02
No,No,1646.61,39347.46
No,No,1216.20,43656.13
No,No,1184.90,53896.90
No,No,1416.07,40371.28
No,No,431.94,46658.01
No,Yes,521.03,16887.16
No,Yes,807.00,15965.00
No,No,775.44,33781.78
No,No,942.28,24683.38
No,Yes,1261.26,26085.08
No,No,509.37,39546.47
No,No,1389.39,39707.99
Yes,Yes,1836.16,18944.81
No,No,196.48,41972.98
No,No,1348.89,40548.75
No,No,661.60,43157.12
No,No,718.99,21044.67
No,No,451.13,39849.71
No,Yes,114.42,12540.91
No,Yes,889.01,10382.94
No,No,1046.14,47218.82
No,Yes,1263.87,18520.06
No,No,1109.03,29759.64
No,No,698.41,33265.44
No,No,1328.97,51721.37
